id,city,address,area,year,floors,type,passability,revenue,quantity,gain
3939,Хабаровск,"ш. Чернореченское, д. 6",100,1970,1,0,14800,"108923,78125",0,"81,2282026387425"
4246,Хабаровск,"ш. Федоровское, д. 10","2153,2",1977,9,2,55209,"2076196,75",0,"1548,2911848224"
3938,Хабаровск,"ш. Матвеевское, д. 9","3021,5",1963,5,6,58225,"2884327,75",0,"2150,94221174541"
3937,Хабаровск,"ш. Матвеевское, д. 8","4196,8",1966,5,0,69810,"4011962,75",1,"3243,69902419008"
3936,Хабаровск,"ш. Матвеевское, д. 7","2713,3",1963,5,0,50133,"2598919,5",0,"1938,1034826844"
3935,Хабаровск,"ш. Матвеевское, д. 6","4168,3",1967,5,0,49203,3960379,1,"3137,70578944754"
3934,Хабаровск,"ш. Матвеевское, д. 5","3238,6",1963,5,0,30256,"2944291,5",0,"2195,65923845971"
4245,Хабаровск,"ш. Матвеевское, д. 47","2242,4",1979,9,0,52899,2161271,0,"1611,73397333962"
3933,Хабаровск,"ш. Матвеевское, д. 4","1884,4",1972,9,0,30910,"1799446,125",0,"1341,90874390894"
4244,Хабаровск,"ш. Матвеевское, д. 32","2596,3",1977,9,0,41701,"2479164,75",0,"1848,79825486069"
3932,Хабаровск,"ш. Матвеевское, д. 3","3204,8",1964,5,0,50995,"3060242,25",0,"2282,12769290582"
3931,Хабаровск,"ш. Матвеевское, д. 29","5868,4",1972,5,0,58146,5529432,1,"6361,76381067481"
4243,Хабаровск,"ш. Матвеевское, д. 28 Б",4350,1980,3,0,41774,"4021416,25",1,"3263,12388268987"
4242,Хабаровск,"ш. Матвеевское, д. 28 А-Б","994,8",1952,2,0,28833,"963841,5",0,"718,769691752961"
4241,Хабаровск,"ш. Матвеевское, д. 28","5810,8",1973,5,0,101421,"5561634,5",1,"6427,93284921498"
3930,Хабаровск,"ш. Матвеевское, д. 27","3618,1",1969,5,0,86128,"3489733,5",0,"2602,41406091664"
3929,Хабаровск,"ш. Матвеевское, д. 25","3558,8",1969,5,0,71784,"3416871,75",0,"2548,07855286051"
3928,Хабаровск,"ш. Матвеевское, д. 24","8913,2",1983,9,5,91979,8444356,1,"12351,2900430378"
3927,Хабаровск,"ш. Матвеевское, д. 22","2274,1",1959,3,0,40017,"2175395,25",0,"1622,26691139918"
3926,Хабаровск,"ш. Матвеевское, д. 20А",3592,1976,5,0,72915,3449329,0,"2572,28303832586"
3925,Хабаровск,"ш. Матвеевское, д. 20","1482,2",1959,3,0,44980,"1439789,625",0,"1073,70054614826"
3924,Хабаровск,"ш. Матвеевское, д. 2/4","5445,3",1972,9,0,38882,"4117417,75",1,"3460,38580190155"
3923,Хабаровск,"ш. Матвеевское, д. 1Б","4355,6",1970,5,0,37963,"3805163,75",0,"2837,64122592464"
3922,Хабаровск,"ш. Матвеевское, д. 1А","6036,2",1970,5,0,78948,5745569,1,"6805,8776988188"
3921,Хабаровск,"ш. Матвеевское, д. 18","1277,3",1960,3,0,34383,"1235102,75",0,"921,058517298472"
3920,Хабаровск,"ш. Матвеевское, д. 16","2164,2",1960,3,0,27430,2057270,0,"1534,17685766033"
3919,Хабаровск,"ш. Матвеевское, д. 14","1636,9",1961,3,0,41184,1580078,0,"1178,31840297978"
3918,Хабаровск,"ш. Матвеевское, д. 13","3261,3",1965,5,0,77987,"3145761,25",0,"2345,9021467647"
3917,Хабаровск,"ш. Матвеевское, д. 12","7137,8",1966,5,0,69300,6645010,1,"8654,03067432102"
3916,Хабаровск,"ш. Матвеевское, д. 11",3225,1963,5,0,50253,"3078262,75",0,"2295,5661983346"
3915,Хабаровск,"ш. Матвеевское, д. 10","3461,3",1965,5,0,69922,"3323315,25",0,"2478,31025935324"
4240,Хабаровск,"ш. Матвеевское, 28",151,1983,1,0,15079,"157021,421875",0,"117,096264271361"
4239,Хабаровск,"ш. Матвеевское, 26",110,1957,1,0,13289,"116463,21875",0,"86,8506199841937"
4238,Хабаровск,"ш. Матвеевское, 13",111,1957,1,1,11186,"112693,890625",0,"84,0397026139393"
4237,Хабаровск,ш. Матвеевское 6,100,1960,1,0,14267,"108279,8828125",0,"80,7480254711873"
3914,Хабаровск,"ш. Восточное, д. б/у",100,1970,1,0,13173,"106958,2578125",0,"79,762444342067"
3913,Хабаровск,"ш. Восточное, д. 584","1072,6",1984,3,0,42788,"1053558,25",0,"785,674551880459"
3912,Хабаровск,"ш. Восточное, д. 542","1759,9",1974,4,4,40272,"1685502,625",0,"1256,93716468948"
4236,Хабаровск,"ш. Восточное, д. 50а","401,9",1961,2,0,19037,"396766,53125",0,"295,882421917353"
3911,Хабаровск,"ш. Восточное, д. 50","12027,3",1979,9,0,163179,11457890,1,"18543,4380870753"
3910,Хабаровск,"ш. Восточное, д. 488","799,4",1961,2,0,15663,"764942,625",0,"570,443973184337"
3909,Хабаровск,"ш. Восточное, д. 48","5067,7",1976,9,0,56728,4811742,1,"4887,06907362348"
3908,Хабаровск,"ш. Восточное, д. 46","5053,6",1976,9,0,102965,4854395,1,"4974,71158587731"
3907,Хабаровск,"ш. Восточное, д. 44","5090,7",1976,9,0,65350,4843697,1,"4952,7295542244"
3906,Хабаровск,"ш. Восточное, д. 42","5139,6",1976,9,0,94533,"4924746,5",1,"5119,26840956674"
4235,Хабаровск,"ш. Восточное, д. 41",26347,2014,23,0,133100,14003672,1,"23774,4588858603"
3905,Хабаровск,"ш. Восточное, д. 40","7475,8",1973,5,0,126060,7150644,1,"9692,9970785822"
3904,Хабаровск,"ш. Восточное, д. 38","7485,2",1973,5,0,99530,7127398,1,"9645,23167310422"
3903,Хабаровск,"ш. Восточное, д. 36","7590,93",1973,5,0,64879,6561799,1,"8483,0504129759"
3902,Хабаровск,"ш. Восточное, д. 34","7475,3",1972,5,0,123996,"7147682,5",1,"9686,9118489374"
3901,Хабаровск,"ш. Восточное, д. 32","7423,8",1973,5,0,117496,7091601,1,"9571,6767294625"
3900,Хабаровск,"ш. Восточное, д. 22","4044,8",1974,5,2,78814,"3876164,25",1,"2964,66304312657"
4234,Хабаровск,"ш. Восточное, 50","1617,6",1960,5,0,39795,"1560325,875",0,"1163,58856534806"
4233,Хабаровск,"ш. Восточное, 41","10749,6",1996,9,0,98460,9671534,1,"14872,8703047458"
4232,Хабаровск,"ш. Воронежское, д. 164","3901,2",2012,14,0,79716,"3747105,5",0,"2794,34519596928"
3899,Хабаровск,"ш. Воронежское, д. 1","4133,2",2017,3,0,34857,"3543719,75",0,"2642,67346069492"
4231,Хабаровск,"ш. Владивостокское, 14-й км","2381,8",1971,12,0,35734,"2271080,5",0,"1693,62268685376"
4230,Хабаровск,Хабаровский мост,"3884,3",1965,5,0,74847,3725397,0,"2778,15642234476"
3898,Хабаровск,"ул. Яшина, д. 77",321,1947,2,0,18956,"320907,1875",0,"239,311505305265"
3897,Хабаровск,"ул. Яшина, д. 73","4467,9",1971,5,0,85293,"4284547,5",1,"3803,80059482009"
3896,Хабаровск,"ул. Яшина, д. 62",2330,1993,6,0,61034,"2253134,5",0,"1680,2397386323"
3895,Хабаровск,"ул. Яшина, д. 54","4471,9",1973,5,0,75503,"4276466,5",1,"3787,19592125614"
3894,Хабаровск,"ул. Яшина, д. 44","986,98",1914,2,0,46282,"977597,6875",0,"729,028152972022"
3893,Хабаровск,"ул. Яшина, д. 38","21270,2",1983,9,2,105794,11118920,1,"17846,929462156"
3892,Хабаровск,"ул. Яшина, д. 33","6958,8",1995,10,0,95550,"6629624,5",1,"8622,41686351565"
3891,Хабаровск,"ул. Яшина, д. 31",5780,1974,5,0,44614,"4720830,5",1,"4700,26598233415"
3890,Хабаровск,"ул. Яшина, д. 3","2075,3",1960,5,0,40424,1989714,0,"1483,79802950646"
3889,Хабаровск,"ул. Яшина, д. 29",23100,1982,9,0,112532,11828251,1,"19304,4482969278"
3888,Хабаровск,"ул. Яшина, д. 1","2039,8",1960,5,0,56898,"1976370,375",0,"1473,84723030543"
3887,Хабаровск,"ул. Ясная, д. 44 а","7070,2",2016,9,0,108706,"6749842,5",1,"8869,43835176105"
3886,Хабаровск,"ул. Ясная, д. 44","22085,2",2015,9,0,193805,19389498,1,"34841,1440241152"
3885,Хабаровск,"ул. Ясная, д. 40, стр. Б","82,2",1939,1,1,7603,"81394,703125",0,"60,6988241069512"
3884,Хабаровск,"ул. Ясная, д. 40","1092,36",1913,3,0,39106,"1067615,125",0,"796,157246089787"
3883,Хабаровск,"ул. Ясная, д. 4","5839,5",1981,5,0,39289,4156145,1,"3539,96176332706"
3882,Хабаровск,"ул. Ясная, д. 38","719,8",1913,2,0,13450,"687725,1875",0,"512,860279444413"
3881,Хабаровск,"ул. Ясная, д. 2В","5492,9",1983,1,2,81340,5235337,1,"5757,46341817511"
3877,Хабаровск,"ул. Ясная, д. 2В","5492,9",1983,5,0,76887,5234288,1,"5755,30795442451"
3876,Хабаровск,"ул. Ясная, д. 2Б","565,4",1959,2,0,34673,"568770,625",0,"424,151778906998"
3880,Хабаровск,"ул. Ясная, д. 2А","4956,7",1978,5,0,65798,"4718750,5",1,"4695,99204086489"
3879,Хабаровск,"ул. Ясная, д. 25","598,3",1946,2,0,32982,"597538,125",0,"445,604691141534"
3878,Хабаровск,"ул. Ясная, д. 2, лит. А","4956,7",1978,5,0,65798,"4718750,5",1,"4695,99204086489"
3875,Хабаровск,"ул. Юности, д. 8","4557,8",1966,5,4,71402,"4343295,5",1,"3924,5147839718"
3874,Хабаровск,"ул. Юности, д. 6","4555,6",1966,5,0,39610,"3974605,5",1,"3166,93811075153"
3873,Хабаровск,"ул. Юности, д. 44","4339,7",1966,5,0,42190,"4041385,25",1,"3304,15577557423"
3872,Хабаровск,"ул. Юности, д. 42","4553,5",1964,5,0,39601,3973301,1,"3164,25765082526"
3871,Хабаровск,"ул. Юности, д. 40","3332,3",1964,5,0,33535,3152379,0,"2350,83723010319"
3870,Хабаровск,"ул. Юности, д. 4",3317,1966,5,0,82716,"3203636,25",0,"2389,06152090475"
3869,Хабаровск,"ул. Юности, д. 38","4545,2",1964,5,0,43214,"4177195,5",1,"3583,21590029747"
3868,Хабаровск,"ул. Юности, д. 36","4571,6",1964,5,0,62177,"4353735,5",1,"3945,96668250015"
3867,Хабаровск,"ул. Юности, д. 34","4569,8",1964,5,0,60277,4349755,1,"3937,78763249133"
3866,Хабаровск,"ул. Юности, д. 30","4567,2",1963,5,4,74655,4356028,1,"3950,67726462432"
3865,Хабаровск,"ул. Юности, д. 28а","5101,2",1998,6,0,97553,"4892433,5",1,"5052,87231788601"
3864,Хабаровск,"ул. Юности, д. 28","4559,2",1964,5,0,86354,"4371330,5",1,"3982,12052872682"
3863,Хабаровск,"ул. Юности, д. 26","3337,6",1964,5,0,82605,3222794,0,"2403,34811269622"
3862,Хабаровск,"ул. Юности, д. 24","4519,4",1964,5,0,95031,"4344540,5",1,"3927,07298451469"
3861,Хабаровск,"ул. Юности, д. 22","4557,9",1964,5,0,84497,"4367869,5",1,"3975,00893669554"
3860,Хабаровск,"ул. Юности, д. 20/16","3327,2",1964,5,3,43612,"3159452,75",0,"2356,11236829452"
3859,Хабаровск,"ул. Юности, д. 2","5526,9",1993,5,0,98685,5292462,1,"5874,84270011307"
3858,Хабаровск,"ул. Юности, д. 18","6691,4",1965,5,0,95425,"6379058,5",1,"8107,55897015779"
3857,Хабаровск,"ул. Юности, д. 17",1301,1988,3,0,35960,"1259202,375",0,"939,030434914192"
3856,Хабаровск,"ул. Юности, д. 16","3336,6",1965,5,0,44948,"3176365,75",0,"2368,72497295682"
3855,Хабаровск,"ул. Юности, д. 15","3318,3",1967,5,2,48267,"3158907,25",0,"2355,70557021948"
3854,Хабаровск,"ул. Юности, д. 14","4528,5",1965,5,0,53125,"4302437,5",1,"3840,56060101475"
3853,Хабаровск,"ул. Юности, д. 13а","5612,9",1974,5,0,63031,"5329927,5",1,"5951,82604343818"
3852,Хабаровск,"ул. Юности, д. 13",3557,1973,5,0,81140,"3426488,25",0,"2555,24990701027"
3851,Хабаровск,"ул. Юности, д. 12","4529,4",1965,5,0,80271,"4336074,5",1,"3909,67722082302"
3850,Хабаровск,"ул. Юности, д. 11а","3572,2",1973,5,0,71211,3428728,0,"2556,92016546782"
3849,Хабаровск,"ул. Юности, д. 11","3339,3",1966,5,0,39278,"3172044,5",0,"2365,50246849889"
3848,Хабаровск,"ул. Юности, д. 10","4565,3",1965,5,1,90624,4380036,1,"4000,00841212133"
3847,Хабаровск,"ул. Юнгов, д. 20","6380,6",2016,10,0,94422,"6086787,5",1,"7507,00649556189"
3846,Хабаровск,"ул. Юнгов, д. 12","19173,7",2014,10,0,87353,9164501,1,"13831,0292638906"
3845,Хабаровск,"ул. Юбилейная, д. 23","102,8",1980,1,2,8564,"99681,953125",0,"74,3362541672976"
3844,Хабаровск,"ул. Юбилейная, д. 21","98,1",1978,1,0,7468,"98286,9921875",0,"73,2959839122253"
3843,Хабаровск,"ул. Юбилейная, д. 19","101,1",1977,1,0,10782,"105099,90625",0,"78,3766077914031"
3842,Хабаровск,"ул. Юбилейная, д. 17","97,9",1978,1,0,9750,"100856,46875",0,"75,2121307857461"
3841,Хабаровск,"ул. Юбилейная, д. 16","98,1",1979,1,0,6106,"96641,625",0,"72,0689771209844"
3840,Хабаровск,"ул. Юбилейная, д. 15","102,6",1977,1,0,9224,"104622,4921875",0,"78,0205837370937"
3839,Хабаровск,"ул. Энтузиастов, д. 9","465,9",1938,2,0,25768,"464832,875",0,"346,641830923853"
3838,Хабаровск,"ул. Энтузиастов, д. 4","2552,9",1949,3,0,40380,"2436925,5",0,"1817,29899621456"
3837,Хабаровск,"ул. Энтузиастов, д. 3","2590,7",1939,3,0,37495,"2468839,25",0,"1841,09817507351"
3836,Хабаровск,"ул. Энтузиастов, д. 18","631,7",1942,2,0,19405,"612414,9375",0,"456,698840890109"
3835,Хабаровск,"ул. Энтузиастов, д. 14",1158,1951,3,2,29992,"1113745,125",0,"830,557970566336"
3834,Хабаровск,"ул. Энтузиастов, д. 11","476,9",1934,2,0,25547,"474867,21875",0,"354,124785501064"
3833,Хабаровск,"ул. Энтузиастов, д. 1","2608,5",1951,3,0,41705,"2490594,25",0,"1857,32162534421"
3832,Хабаровск,"ул. Шмаковская, д. 7","5506,6",1976,5,0,67800,"5236140,5",1,"5759,11443354556"
3831,Хабаровск,"ул. Шмаковская, д. 34","3630,1",1971,5,5,73731,"3475168,5",0,"2591,55244045271"
3830,Хабаровск,"ул. Шкотова, д. 9Б","473,9",1960,2,0,23995,"470182,84375",0,"350,631486265862"
3829,Хабаровск,"ул. Шкотова, д. 64Б","49,3",1938,1,0,10451,"56190,2421875",0,"41,902992407604"
4229,Хабаровск,"ул. Шкотова, д. 4",1100,1961,5,2,44951,"1077500,375",0,"803,529016339772"
3828,Хабаровск,"ул. Шкотова, д. 34",69,1940,1,0,10533,"74738,015625",0,"55,7347037381242"
4228,Хабаровск,"ул. Шкотова, д. 15а","3464,8",2005,8,0,58134,3312352,0,"2470,1345874994"
4227,Хабаровск,"ул. Шкотова, д. 15, корп. а","3593,4",1975,6,0,56648,"3430988,75",0,"2558,60608434621"
3827,Хабаровск,"ул. Шкотова, д. 106А",549,1974,2,0,32050,"550243,625",0,"410,335559041899"
3826,Хабаровск,"ул. Школьная, д. 9",836,1936,2,0,34926,"822488,625",0,"613,358000730999"
3825,Хабаровск,"ул. Школьная, д. 8А","499,3",1954,2,0,22763,"492481,21875",0,"367,260149926165"
3824,Хабаровск,"ул. Школьная, д. 7А",2098,1966,5,0,54956,"2028527,5",0,"1512,74258878395"
3823,Хабаровск,"ул. Школьная, д. 4",4735,2005,10,0,46489,4436086,1,"4115,17880604033"
4226,Хабаровск,"ул. Школьная, д. 32а","174,7",1917,1,0,8202,"170908,3125",0,"127,452195297301"
4225,Хабаровск,"ул. Школьная, д. 32",334,1975,2,2,23735,"334524,21875",0,"249,466192931968"
3822,Хабаровск,"ул. Школьная, д. 26","464,7",1952,2,0,25047,"462838,03125",0,"345,154207463686"
3821,Хабаровск,"ул. Школьная, д. 20а","704,8",1953,2,3,13845,"667659,25",0,"497,896421059389"
3820,Хабаровск,"ул. Школьная, д. 20","469,7",1953,2,0,30576,"474199,84375",0,"353,627101054987"
3819,Хабаровск,"ул. Школьная, д. 15","4393,4",1967,5,0,93836,4225100,1,"3681,64908737138"
3818,Хабаровск,"ул. Школьная, д. 14А","477,7",1938,2,0,18602,"467226,5",0,"348,426839250867"
3817,Хабаровск,"ул. Школьная, д. 13","3463,7",1965,5,0,39853,"3289237,5",0,"2452,89731141197"
3816,Хабаровск,"ул. Школьная, д. 12","909,4",1953,2,0,39347,"896567,375",0,"668,601067462349"
3815,Хабаровск,"ул. Школьная, д. 11","4555,3",1963,5,0,94516,4377538,1,"3994,87557279912"
3814,Хабаровск,"ул. Школьная, д. 10А","815,8",1938,2,0,30702,"798468,8125",0,"595,445602036204"
3813,Хабаровск,"ул. Школьная, д. 10","842,4",1936,2,0,27598,"819629,625",0,"611,225946291839"
3812,Хабаровск,"ул. Широкая, д. 44","2942,5",2014,3,0,44126,"2806304,75",0,"2092,75778239718"
3811,Хабаровск,"ул. Широкая, д. 42Б","1968,5",2014,3,0,28535,"1875335,125",0,"1398,50177620465"
3810,Хабаровск,"ул. Широкая, д. 42А","1967,9",2014,3,0,29970,"1876506,875",0,"1399,3755904016"
3809,Хабаровск,"ул. Широкая, д. 42","2935,4",2014,3,2,77032,"2835077,25",0,"2114,21442330335"
3808,Хабаровск,"ул. Широкая, д. 40А","1655,3",2014,3,0,44152,"1600894,75",0,"1193,84216801874"
3807,Хабаровск,"ул. Широкая, д. 40","1657,9",2014,3,0,21999,"1576567,75",0,"1175,70068906056"
3806,Хабаровск,"ул. Шимановского, д. 5","4441,4",1990,1,0,98553,"4275749,5",1,"3785,72264431698"
3805,Хабаровск,"ул. Шимановская, д. 8","2720,7",1963,4,0,32737,"2584834,25",0,"1927,59962826357"
3804,Хабаровск,"ул. Шимановская, д. 5","4357,7",1990,5,0,73094,"4166610,5",1,"3561,466058734"
3803,Хабаровск,"ул. Шимановская, д. 4","1713,5",1961,4,0,46249,"1657931,375",0,"1236,37633714289"
3802,Хабаровск,"ул. Шимановская, д. 3","13262,8",1988,10,0,144629,12592504,1,"20874,8197342833"
3801,Хабаровск,"ул. Шимановская, д. 2","1732,7",1961,4,0,29754,1655985,0,"1234,92485849336"
3800,Хабаровск,"ул. Шимановская, д. 10","4083,3",1962,5,0,50700,3882586,1,"2977,858323718"
3799,Хабаровск,"ул. Шеронова, д. 99","2053,9",1959,5,0,23589,"1949335,625",0,"1453,68648922496"
3798,Хабаровск,"ул. Шеронова, д. 95","1994,7",1961,5,0,56538,"1933700,25",0,"1442,02665338142"
4224,Хабаровск,"ул. Шеронова, д. 92","2391,8",1960,5,0,29961,"2273471,25",0,"1695,40555119459"
3797,Хабаровск,"ул. Шеронова, д. 8-3","15300,3",2012,25,0,135809,13519693,1,"22779,988732809"
3796,Хабаровск,"ул. Шеронова, д. 8-2","2693,9",2012,3,1,55874,2585522,0,"1928,11250704654"
3795,Хабаровск,"ул. Шеронова, д. 8-1","11876,8",2011,25,0,138559,11287207,1,"18192,7221487117"
3794,Хабаровск,"ул. Шеронова, д. 70",448,1951,3,0,17174,"437687,78125",0,"326,398802721298"
3793,Хабаровск,"ул. Шеронова, д. 7","17116,9",1987,10,0,87084,9162424,1,"13826,76148676"
3792,Хабаровск,"ул. Шеронова, д. 68","6594,3",1990,10,0,96437,"6289348,5",1,"7923,22469650081"
3791,Хабаровск,"ул. Шеронова, д. 67","10146,1",1973,10,4,79698,8353757,1,"12165,1290703586"
4223,Хабаровск,"ул. Шеронова, д. 65","934,4",1959,2,0,42642,"923959,9375",0,"689,028641606489"
3790,Хабаровск,"ул. Шеронова, д. 63","4033,9",1961,5,0,76991,3868085,1,"2948,06196542684"
3789,Хабаровск,"ул. Шеронова, д. 60","2658,2",1956,4,2,60151,2555091,0,"1905,41906576005"
3788,Хабаровск,"ул. Шеронова, д. 6","15245,7",2010,24,0,113247,12008192,1,"19674,1873843886"
4222,Хабаровск,"ул. Шеронова, д. 56а","2577,1",1963,5,0,28470,"2445200,5",0,"1823,46994776546"
3787,Хабаровск,"ул. Шеронова, д. 54","4901,1",1966,5,0,73830,"4676384,5",1,"4608,93925034264"
3786,Хабаровск,"ул. Шеронова, д. 52","4916,5",1966,5,0,101124,4723779,1,"4706,32449984477"
3785,Хабаровск,"ул. Шеронова, д. 50","4866,7",1966,5,0,38389,"4021425,75",1,"3263,14340309562"
3784,Хабаровск,"ул. Шеронова, д. 5","17117,3",1987,10,3,159654,15555777,1,"26963,6925032313"
3783,Хабаровск,"ул. Шеронова, д. 44","600,5",1948,2,0,15431,"578395,8125",0,"431,329611623725"
3782,Хабаровск,"ул. Шеронова, д. 4-2","10673,4",2015,15,0,123495,10142046,1,"15839,6687415632"
3781,Хабаровск,"ул. Шеронова, д. 4-1","13048,6",2015,16,0,163523,12414735,1,"20509,5436280106"
3780,Хабаровск,"ул. Шеронова, д. 3","17214,7",1986,10,0,151862,15158081,1,"26146,5148943105"
3779,Хабаровск,"ул. Шеронова, д. 28","20048,8",1982,9,0,121569,12842700,1,"21388,9173592068"
3778,Хабаровск,"ул. Шеронова, д. 2-5","3600,8",2014,10,0,72641,3457239,0,"2578,18179684763"
3777,Хабаровск,"ул. Шеронова, д. 2-3",3601,2014,10,0,51178,3431498,0,"2558,98584955193"
3776,Хабаровск,"ул. Шеронова, д. 2-1","3601,3",2014,10,0,70458,"3455070,25",0,"2576,56448552726"
3775,Хабаровск,"ул. Шеронова, д. 137","4516,1",1974,8,0,38133,3875152,1,"2962,58309252453"
3774,Хабаровск,"ул. Шеронова, д. 133","2444,2",1967,5,2,67446,"2363496,25",0,"1762,5402839282"
3773,Хабаровск,"ул. Шеронова, д. 131","2081,8",1966,5,0,24412,1976458,0,"1473,91257527578"
3772,Хабаровск,"ул. Шеронова, д. 129","2050,6",1963,5,1,28673,"1950221,875",0,"1454,34739627172"
3771,Хабаровск,"ул. Шеронова, д. 127","2031,1",1962,5,0,62777,1975325,0,"1473,06765828398"
3770,Хабаровск,"ул. Шеронова, д. 123","3301,4",1965,5,0,35255,"3131691,75",0,"2335,4100376595"
3769,Хабаровск,"ул. Шеронова, д. 121","3344,7",1965,5,0,48446,3188177,0,"2377,53302751944"
3768,Хабаровск,"ул. Шеронова, д. 118 А","329,2",1934,2,0,24342,"335092,90625",0,"249,890282721709"
3767,Хабаровск,"ул. Шеронова, д. 116а",100,1970,1,0,11439,"104863,484375",0,"78,2002998837052"
3766,Хабаровск,"ул. Шеронова, д. 116 А",332,1935,2,0,15028,"326463,28125",0,"243,454875135303"
3765,Хабаровск,"ул. Шеронова, д. 116","192,7",1949,2,0,8923,"188636,03125",0,"140,672363697833"
4221,Хабаровск,"ул. Шеронова, д. 115","1962,88",1961,4,0,62708,"1911354,875",0,"1425,36294020777"
3764,Хабаровск,"ул. Шеронова, д. 114 А",332,1935,2,2,15028,"322132,6875",0,"240,225402722261"
3763,Хабаровск,"ул. Шеронова, д. 114","654,3",1955,2,0,19749,"633995,0625",0,"472,79188087048"
3762,Хабаровск,"ул. Шеронова, д. 112 а","466,3",1936,2,0,17572,"455306,21875",0,"339,537476342473"
3761,Хабаровск,"ул. Шеронова, д. 112","837,3",1952,2,0,38424,"827931,8125",0,"617,417172494747"
3760,Хабаровск,"ул. Шеронова, д. 110 А","476,1",1970,2,3,16263,"456406,59375",0,"340,358063751879"
3759,Хабаровск,"ул. Шеронова, д. 110","476,1",1951,2,0,31243,"480999,09375",0,"358,69753517372"
3758,Хабаровск,"ул. Шеронова, д. 103",18164,2004,17,0,73265,"7658551,5",1,"10736,6350241561"
3757,Хабаровск,"ул. Шеронова, д. 101","381,2",1910,2,0,20568,"379230,875",0,"282,805481115884"
3756,Хабаровск,"ул. Шеронова, д. 10","16451,2",2005,10,3,102756,10851066,1,"17296,5485398941"
4220,Хабаровск,"ул. Шеронова, 92","421,8",2006,1,5,11665,"395670,40625",0,"295,065003878834"
4219,Хабаровск,"ул. Шеронова, 22","1887,4",2006,5,0,61620,"1839354,75",0,"1371,66997549062"
3755,Хабаровск,"ул. Шелеста, д. 85",2931,1971,9,0,61095,"2816034,5",0,"2100,01359095941"
3754,Хабаровск,"ул. Шелеста, д. 83","3161,2",1971,9,0,69802,"3042131,5",0,"2268,62188495409"
3753,Хабаровск,"ул. Шелеста, д. 81","3284,3",1971,9,0,68450,"3155779,25",0,"2353,37291324652"
3752,Хабаровск,"ул. Шелеста, д. 79","4551,1",1968,5,0,65390,4338419,1,"3914,49465148391"
3751,Хабаровск,"ул. Шелеста, д. 77",4353,1968,5,0,90103,"4182756,75",1,"3594,64304308395"
3750,Хабаровск,"ул. Шелеста, д. 75","4519,01",1968,5,0,91667,4340111,1,"3917,97133848678"
3749,Хабаровск,"ул. Шелеста, д. 73 Б","4369,7",1969,5,0,88122,4196003,1,"3621,86116673158"
3748,Хабаровск,"ул. Шелеста, д. 73 А","4655,8",1968,5,0,86209,4461620,1,"4167,64554713449"
3747,Хабаровск,"ул. Шелеста, д. 73","4356,3",1968,5,2,81600,"4171244,25",1,"3570,98739348551"
3746,Хабаровск,"ул. Шелеста, д. 56","38,5",1937,1,0,7411,"42403,734375",0,"31,6219202907254"
3745,Хабаровск,"ул. Шелеста, д. 46","91,4",1937,1,0,10303,"95437,375",0,"71,1709265584246"
3744,Хабаровск,"ул. Шелеста, д. 44","47,4",1937,1,1,9239,"50781,4765625",0,"37,8694902176222"
3743,Хабаровск,"ул. Шелеста, д. 42","88,4",1937,1,0,11987,"94662,3046875",0,"70,5929300210245"
3742,Хабаровск,"ул. Шелеста, д. 40","92,9",1937,1,0,5993,"91635,4140625",0,"68,3356737797222"
4218,Хабаровск,"ул. Шелеста, д. 2а",562,2009,3,0,30301,"560305,0625",0,"417,838718358515"
3741,Хабаровск,"ул. Шелеста, д. 120","17059,2",1978,9,0,104739,11066992,1,"17740,2288695525"
3740,Хабаровск,"ул. Шелеста, д. 118","17196,6",1978,9,0,177442,16316038,1,"28525,8612606132"
4217,Хабаровск,"ул. Шелеста, д. 116а",1513,2006,3,0,43868,1467290,0,"1094,20851977447"
3739,Хабаровск,"ул. Шелеста, д. 116","7396,9",1981,9,2,44849,"4728609,5",1,"4716,25011247324"
3738,Хабаровск,"ул. Шелеста, д. 114","7355,6",1980,9,0,128356,"7040852,5",1,"9467,39974934121"
3737,Хабаровск,"ул. Шелеста, д. 112","7437,6",1980,9,0,102976,7086984,1,"9562,18981226849"
4216,Хабаровск,"ул. Шелеста, 114","2555,8",1966,5,0,72474,"2478412,5",0,"1848,23727621366"
3736,Хабаровск,"ул. Шевчука, д. 36А","4257,1",1963,5,0,91184,4094254,1,"3412,78940204176"
3735,Хабаровск,"ул. Шевчука, д. 34","1271,9",1956,2,2,21461,"1210104,75",0,"902,416650607278"
3734,Хабаровск,"ул. Шевчука, д. 30А",100,1970,1,0,13184,"106971,5234375",0,"79,7723369739906"
3733,Хабаровск,"ул. Шевчука, д. 29","11497,8",1979,5,0,143768,10938572,1,"17476,3540794173"
3732,Хабаровск,"ул. Шевчука, д. 27","1305,8",1955,2,0,18361,1242437,0,"926,527919281826"
4215,Хабаровск,"ул. Шевчука, д. 23",1974,1965,5,0,23209,"1874051,75",0,"1397,54471941351"
3731,Хабаровск,"ул. Шевчука, д. 21","1238,5",1950,2,0,46913,"1213904,125",0,"905,24997496362"
3730,Хабаровск,"ул. Шевчука, д. 19","2659,9",1961,4,0,63056,2564523,0,"1912,4528319266"
3729,Хабаровск,"ул. Шевчука, д. 17","2237,21",1959,3,0,59432,"2164302,75",0,"1613,99485338366"
