id,city-address,type,passability,area,Average of money,Average of profit,Average of our_clients,Count of Index
1,"г. Хабаровск, ул. Суворова, д. 25",0,61744,7899.6,17071351.75,0.005,0.14,8
2,"г. Владивосток, ул. Черемуховая, д. 15",6,30364,2529.2,2194189.29,0.005,0.13571428571428573,7
3,"г. Хабаровск, ул. Карла Маркса, д. 91",0,7220,38.1,9431.43,0.005,0.14857142857142858,7
4,"г. Хабаровск, ул. Суворова, д. 51",0,94443,4008.8,9591278.5,0.003,0.04,6
5,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 150в",0,45105,1394.4,2616407.6,0.007,0.198,5
6,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 40",0,182245,18436.2,112892817,0.006,0.18,5
7,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 68",0,35344,4483.4,5070761.2,0.006,0.178,5
8,"г. Владивосток, пр-кт. Океанский, д. 52а",0,34769,675.7,1014915.4,0.007,0.18600000000000003,5
9,"г. Владивосток, ул. Героев Тихоокеанцев, д. 5а",0,29210,1739.8,2032782.2,0.003,0.032,5
10,"г. Владивосток, ул. Крыгина, д. 23",0,68414,5891.7,13543312,0.006,0.182,5
11,"г. Хабаровск, ул. Трехгорная, д. 98",0,46050,2735.2,5038238.4,0.006,0.188,5
12,"г. Хабаровск, ул. Шелеста, д. 116а",0,43868,1513,2548695.8,0.006,0.198,5
13,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 42а",1,89507,6024.9,8628331.5,0.003,0.0325,4
14,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 57г",0,179782,16356,158787777.25,0.004,0.045,4
15,"г. Владивосток, ул. Анны Щетининой, д. 21",0,35353,1797.6,2287820,0.007,0.21750000000000003,4
16,"г. Владивосток, ул. Калинина, д. 275а",0,35789,2580,3139411.25,0.004,0.0375,4
17,"г. Владивосток, ул. Луговая, д. 18",0,15701,257.7,72830.75,0.003,0.0225,4
18,"г. Владивосток, ул. Нейбута, д. 47",0,160162,13744.27,44026195.5,0.003,0.035,4
19,"г. Владивосток, ул. Ульяновская, д. 7",0,51688,2502.1,4138513.5,0.007,0.21500000000000002,4
20,"г. Хабаровск, ул. Ленинградская, д. 28",0,18629,572.9,320176.5,0.003,0.05,4
21,"г. Хабаровск, ул. Муравьева-Амурского, д. 44",0,92937,7475.2,16673344,0.003,0.037500000000000006,4
22,"г. Хабаровск, ул. Шеронова, д. 92",0,29961,2391.8,3153071.75,0.007,0.24000000000000002,4
23,"г. Владивосток, пр-кт. Красного Знамени, д. 57",0,162134,25032.07,162341985.33,0.009,0.28,3
24,"г. Владивосток, пр-кт. Красного Знамени, д. 86а",0,83347,4716.9,18870694.33,0.009,0.30000000000000004,3
25,"г. Владивосток, пр-кт. Океанский, д. 111",0,31831,3399.76,2597226,0.003,0.03,3
26,"г. Владивосток, пр-кт. Океанский, д. 17",0,154079,11231.2,46146455.33,0.003,0.04666666666666667,3
27,"г. Владивосток, ул. Березовая, д. 25",0,101640,6329.2,18870130,0.003,0.02,3
28,"г. Владивосток, ул. Борисенко, д. 35",0,29653,983.1,777383.33,0.003,0.03,3
29,"г. Владивосток, ул. Калинина, д. 275",0,117967,10487.3,39588970,0.003,0.04,3
30,"г. Владивосток, ул. Маковского, д. 56а",0,60995,6833.7,10003717,0.003,0.03,3
31,"г. Владивосток, ул. Нейбута, д. 51",0,140948,12383.41,69816675,0.009,0.28,3
32,"г. Владивосток, ул. Новоивановская, д. 3",0,85931,10886.2,22451089.33,0.003,0.02666666666666667,3
33,"г. Владивосток, ул. Полетаева, д. 6",0,39942,3860.6,8224004.67,0.004,0.03666666666666667,3
34,"г. Владивосток, ул. Полетаева, д. 6д",0,51846,2267.8,4389517.33,0.009,0.2966666666666667,3
35,"г. Владивосток, ул. Русская, д. 2к",0,63721,4056.7,9650554,0.009,0.30333333333333334,3
36,"г. Владивосток, ул. Русская, д. 87а",0,96498,6508,30144431.33,0.004,0.043333333333333335,3
37,"г. Владивосток, ул. Русская, д. 94а",2,60897,11000,12504184,0.003,0.02666666666666667,3
38,"г. Владивосток, ул. Светланская, д. 106",0,91596,15188.9,44519759.67,0.009,0.2866666666666667,3
39,"г. Владивосток, ул. Семеновская, д. 15",0,27068,444.6,449285.33,0.009,0.2966666666666667,3
40,"г. Владивосток, ул. Фадеева, д. 30 Б",0,73929,3713.5,10981413.33,0.004,0.04,3
41,"г. Владивосток, ул. Фонтанная, д. 40",0,76198,6380.51,15557827.33,0.003,0.02,3
42,"г. Владивосток, ул. Черняховского, д. 5",0,71048,3501,7296345.33,0.009,0.2866666666666667,3
43,"г. Владивосток, ул. Шуйская, д. 23а",0,77569,3615.2,12712711,0.004,0.043333333333333335,3
44,"г. Хабаровск, квартал ДОС (Большой Аэродром), д. 51",0,84882,4842.4,10960869.33,0.003,0.03666666666666667,3
45,"г. Хабаровск, ул. Вахова, д. 2",0,59713,8163.6,18198993.67,0.003,0.02666666666666667,3
46,"г. Хабаровск, ул. Гагарина, д. 9",0,47982,4463.7,7424811.33,0.003,0.06,3
47,"г. Хабаровск, ул. Ким Ю Чена, д. 44",0,12655,603.9,224176,0.009,0.2833333333333334,3
48,"г. Хабаровск, ул. Краснореченская, д. 44",0,64725,4181.8,7217786.67,0.003,0.036666666666666674,3
49,"г. Хабаровск, ул. Ленинградская, д. 28и",0,22846,2029.5,1730995.67,0.009,0.2966666666666667,3
50,"г. Хабаровск, ул. Льва Толстого, д. 19",0,156154,14416.2,90045892,0.009,0.2833333333333334,3
51,"г. Хабаровск, ул. Суворова, д. 44",3,90127,7810.3,22525405.33,0.003,0.07666666666666667,3
52,"г. Хабаровск, ул. Тихоокеанская, д. 136",0,20650,503.5,415890.67,0.003,0.053333333333333344,3
53,"г. Хабаровск, ул. Тургенева, д. 46",0,223529,38515.1,252537759.33,0.009,0.28,3
54,"г. Хабаровск, ул. Шкотова, д. 15а",0,58134,3464.8,12353924.67,0.004,0.05000000000000001,3
55,"г. Владивосток, пр-кт. 100-летия Владивостока, 40",0,68221,2131.4,11632499,0.005,0.06,2
56,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 150",0,41921,988.5,1823312,0.003,0.025,2
57,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 155",4,29579,856.8,1115104.5,0.004,0.04,2
58,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159",0,10433,100,25039,0.003,0.04,2
59,"г. Владивосток, пр-кт. Красного Знамени, д. 82",0,56964,8678.2,7909520,0.003,0.035,2
60,"г. Владивосток, пр-кт. Народный, д. 28",0,103434,6203.1,10265783.5,0.003,0.02,2
61,"г. Владивосток, пр-кт. Океанский, д. 131в",0,50627,1728.6,700111,0.003,0.015,2
62,"г. Владивосток, пр-кт. Океанский, д. 48а",0,53470,3797.5,4873256,0.003,0.02,2
63,"г. Владивосток, пр-кт. Острякова, д. 13",0,12715,100,20344,0.003,0.035,2
64,"г. Владивосток, пр-кт. Партизанский, д. 19",5,29405,2135.9,1507347,0.003,0.055,2
65,"г. Владивосток, ул. Адмирала Юмашева, д. 19",0,63920,6254.1,9594290,0.003,0.03,2
66,"г. Владивосток, ул. Адмирала Юмашева, д. 7 Б",0,105538,7030.6,20775873,0.012,0.41000000000000003,2
67,"г. Владивосток, ул. Алеутская, д. 11",0,156880,34000,106678400,0.003,0.02,2
68,"г. Владивосток, ул. Баляева, д. 35",0,56184,1884.81,2541508,0.012,0.42500000000000004,2
69,"г. Владивосток, ул. Бестужева, д. 31",0,120304,9634.62,27818000,0.003,0.03,2
70,"г. Владивосток, ул. Борисенко, д. 42",2,64357,1912.9,4924340,0.003,0.03,2
71,"г. Владивосток, ул. Бородинская, д. 14",0,105849,22525.6,57223494,0.003,0.03,2
72,"г. Владивосток, ул. Волгоградская, д. 7а",0,155417,17545.9,76354071.5,0.003,0.035,2
73,"г. Владивосток, ул. Гоголя, д. 39а",2,14932,831.76,248396.5,0.003,0.03,2
74,"г. Владивосток, ул. Дальзаводская, д. 2",0,99840,4951.5,7909724,0.003,0.03,2
75,"г. Владивосток, ул. Деревенская, д. 14",0,61646,2467.9,6085446.5,0.003,0.02,2
76,"г. Владивосток, ул. Днепровская, д. 36",0,62844,3772.2,9482405.5,0.003,0.03,2
77,"г. Владивосток, ул. Ивановская, д. 4",0,22316,589.6,578930.5,0.003,0.025,2
78,"г. Владивосток, ул. Ильичева, д. 4",0,132238,24113,102036956.5,0.012,0.42000000000000004,2
79,"г. Владивосток, ул. Калинина, 275",0,69032,10459.5,49098733.5,0.005,0.08,2
80,"г. Владивосток, ул. Калинина, д. 277",0,40360,891.5,1295314,0.003,0.02,2
81,"г. Владивосток, ул. Ладыгина, д. 15а",0,48672,4438,6048177.5,0.003,0.035,2
82,"г. Владивосток, ул. Луговая, д. 91",1,21089,249.6,210553,0.003,0.02,2
83,"г. Владивосток, ул. Некрасовская, д. 122",0,76864,11846.1,36421545,0.003,0.03,2
84,"г. Владивосток, ул. Петра Великого, д. 2",0,43224,3355.2,5220906,0.003,0.045000000000000005,2
85,"г. Владивосток, ул. Русская, д. 19а",0,52571,4090,6020430.5,0.003,0.015,2
86,"г. Владивосток, ул. Русская, д. 19в",0,51826,2058.3,6400407,0.013,0.43000000000000005,2
87,"г. Владивосток, ул. Русская, д. 44",0,106798,10499.6,22426725.5,0.003,0.025,2
88,"г. Владивосток, ул. Русская, д. 9 Б",0,47109,5584.8,8419018.5,0.003,0.045000000000000005,2
89,"г. Владивосток, ул. Светланская, д. 112",0,63918,7504.9,19187928,0.003,0.02,2
90,"г. Владивосток, ул. Светланская, д. 13",0,94846,7513.4,34205564.5,0.012,0.41000000000000003,2
91,"г. Владивосток, ул. Семеновская, д. 23",2,52980,2566.8,3807694,0.003,0.02,2
92,"г. Владивосток, ул. Семеновская, д. 29",0,13841,508.5,253373.5,0.003,0.05500000000000001,2
93,"г. Владивосток, ул. Трамвайная, д. 14 Б",0,150040,11609.3,62706937.5,0.012,0.41500000000000004,2
94,"г. Владивосток, ул. Успенского, д. 58",0,43019,4568,7860431.5,0.003,0.02,2
95,"г. Владивосток, ул. Шилкинская, д. 10а",0,5902,100,30690.5,0.004,0.04,2
96,"г. Владивосток, ул. Шилкинская, д. 42",0,31067,1541,2489461,0.004,0.05,2
97,"г. Хабаровск, бул. Уссурийский, д. 24",0,22948,906.8,665896,0.003,0.05,2
98,"г. Хабаровск, пр-кт. 60-летия Октября, д. 156",3,79938,5971.6,24822604,0.003,0.045000000000000005,2
99,"г. Хабаровск, ул. Батуевская Ветка, д. 20",0,51067,2173.6,7547947.5,0.004,0.04,2
100,"г. Хабаровск, ул. Воронежская, д. 47а",0,85931,10886.2,33676634,0.003,0.07500000000000001,2
101,"г. Хабаровск, ул. Ворошилова, д. 29 Б",0,18236,963.7,913850,0.004,0.04,2
102,"г. Хабаровск, ул. Дзержинского, д. 65",0,40714,2052.5,1002786,0.002,0.045000000000000005,2
103,"г. Хабаровск, ул. Дикопольцева, д. 26",0,227873,45068.4,369715374.5,0.003,0.045000000000000005,2
104,"г. Хабаровск, ул. Карла Маркса, 91",0,8475,100,57630,0.005,0.08,2
105,"г. Хабаровск, ул. Карла Маркса, д. 143а",0,23682,372.7,176526,0.003,0.03,2
106,"г. Хабаровск, ул. Карла Маркса, д. 143г",0,21190,434.4,478656.5,0.004,0.07,2
107,"г. Хабаровск, ул. Карла Маркса, д. 59",0,61525,1773.1,4799959,0.003,0.045000000000000005,2
108,"г. Хабаровск, ул. Карла Маркса, д. 68",0,77771,5320.3,18205662,0.012,0.43500000000000005,2
109,"г. Хабаровск, ул. Карла Маркса, д. 76",0,42571,1430.9,2680253,0.003,0.025,2
110,"г. Хабаровск, ул. Краснореченская, д. 169а",4,84833,3381.9,13771043,0.004,0.065,2
111,"г. Хабаровск, ул. Краснореченская, д. 69",0,57387,2091,2399924,0.003,0.03,2
112,"г. Хабаровск, ул. Краснореченская, д. 9",0,71038,4174.9,10676756,0.003,0.045000000000000005,2
113,"г. Хабаровск, ул. Краснореченская, д. 90",0,51652,8874.3,31169523,0.004,0.04,2
114,"г. Хабаровск, ул. Краснореченская, д. 92",5,57389,3891.3,8039441.5,0.003,0.045000000000000005,2
115,"г. Хабаровск, ул. Ленина, д. 49",0,85548,5539.1,13268049.5,0.002,0.045000000000000005,2
116,"г. Хабаровск, ул. Ленинградская, д. 51",0,55343,5661.4,5013102,0.003,0.07,2
117,"г. Хабаровск, ул. Морозова Павла Леонтьевича, 58",0,96436,12198.3,79992157.5,0.005,0.08,2
118,"г. Хабаровск, ул. Морозова, д. 58",5,132469,11970.9,69774019,0.003,0.025,2
119,"г. Хабаровск, ул. Муравьева-Амурского, д. 18",0,68078,6089.2,23214271,0.003,0.02,2
120,"г. Хабаровск, ул. Окружная, д. 13а",0,13626,182,128956.5,0.003,0.045000000000000005,2
121,"г. Хабаровск, ул. Пионерская, д. 10а",0,42113,5770.8,9721028,0.003,0.05,2
122,"г. Хабаровск, ул. Пушкина, д. 42",7,19813,430.8,307276,0.003,0.045000000000000005,2
123,"г. Хабаровск, ул. Руднева, д. 56",0,103969,11103.8,41560235.5,0.003,0.045000000000000005,2
124,"г. Хабаровск, ул. Серышева, д. 47",0,64457,2423.9,5624543.5,0.003,0.045000000000000005,2
125,"г. Хабаровск, ул. Серышева, д. 52",0,57379,3879.1,5341893,0.003,0.04,2
126,"г. Хабаровск, ул. Серышева, д. 60",0,25997,2423.9,2520565,0.003,0.05,2
127,"г. Хабаровск, ул. Стрельникова, д. 10а",0,16265,286.2,186201.5,0.003,0.05,2
128,"г. Хабаровск, ул. Суворова, 25",0,96177,9246.7,60473750.5,0.005,0.08,2
129,"г. Хабаровск, ул. Тихоокеанская, д. 191а",3,68082,4598.4,16279550,0.004,0.045,2
130,"г. Хабаровск, ул. Тихоокеанская, д. 201в",0,84585,6007.1,12194653.5,0.003,0.02,2
131,"г. Хабаровск, ул. Уборевича, д. 72",0,29396,2293.7,4584941,0.004,0.04,2
132,"г. Хабаровск, ул. Узловая, д. 15а",0,78216,3785.4,13027469,0.003,0.025,2
133,"г. Хабаровск, ул. Ульяновская, д. 160",0,54796,4098.6,8085128,0.003,0.045000000000000005,2
134,"г. Хабаровск, ш. Восточное, д. 41",0,133100,26347,140271428,0.003,0.025,2
135,"г. Владивосток, 44-й причал, д. 1",2,10209,407.1,66497,0.003,0.02,1
136,"г. Владивосток, 8-я улица, д. 35",1,32040,906.8,697293,0.003,0.02,1
137,"г. Владивосток, Артековская ул., 10",1,33845,834.3,1581265,0.004,0.1,1
138,"г. Владивосток, бух. Якорная, д. 7",0,59910,4462.2,6415930,0.003,0.02,1
139,"г. Владивосток, Луговая ул., 91",2,45372,2094.6,5322027,0.004,0.1,1
140,"г. Владивосток, наб. Корабельная, д. 4",0,47405,4954.8,9395292,0.02,0.8,1
141,"г. Владивосток, Окатовая ул., 28",0,70751,4550.4,18028940,0.004,0.1,1
142,"г. Владивосток, Океанский пр-кт, 52А",0,66275,4537.9,16841962,0.004,0.1,1
143,"г. Владивосток, Океанский пр-кт, 98А",0,76181,4550.9,19414758,0.004,0.1,1
144,"г. Владивосток, пер. Камский, д. 6",0,50486,2094.6,4229919,0.02,0.8,1
145,"г. Владивосток, пер. Краснознаменный, д. 5в",0,42195,2107.4,711374,0.003,0.03,1
146,"г. Владивосток, пер. Павленко, д. 6",0,64570,2071.78,3210596,0.003,0.02,1
147,"г. Владивосток, пр-кт 100 лет Владивостоку, 40",0,28025,1302.9,2044771,0.004,0.1,1
148,"г. Владивосток, пр-кт Красного Знамени, 57",0,80310,4333.8,19490659,0.004,0.1,1
149,"г. Владивосток, пр-кт. 100-лет Владивостока, д. 57г",0,87854,4840.1,6803554,0.003,0.02,1
150,"г. Владивосток, пр-кт. 100-летия Владивостока 52 В",0,84672,4508.17,30537262,0.005,0.06,1
151,"г. Владивосток, пр-кт. 100-летия Владивостока 68",2,24630,2093.4,4124835,0.005,0.06,1
152,"г. Владивосток, пр-кт. 100-летия Владивостока, 150, стр. В",0,28574,2152.8,4921129,0.005,0.06,1
153,"г. Владивосток, пр-кт. 100-летия Владивостока, 155",0,65707,2027.4,7460005,0.004,0.1,1
154,"г. Владивосток, пр-кт. 100-летия Владивостока, 51",0,52044,2466.5,7188525,0.004,0.1,1
155,"г. Владивосток, пр-кт. 100-летия Владивостока, 64",0,43178,1420,4905021,0.005,0.06,1
156,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 103",0,50401,2076.6,837302,0.003,0.05,1
157,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 106 Б",0,28859,2242.5,5177305,0.005,0.06,1
158,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 124а",0,14916,830,297127,0.003,0.04,1
159,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 143г",0,57234,11563,10588748,0.003,0.02,1
160,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 36",0,47565,6347.6,9661555,0.003,0.01,1
161,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 37а",0,45581,6149.8,8970049,0.003,0.03,1
162,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 38",0,59621,4842.4,2309670,0.001,0.02,1
163,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 39",0,32460,2627.1,2046616,0.003,0.03,1
164,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 45",2,63977,5123.3,7866561,0.003,0.08,1
165,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 46",0,75633,10801.1,13070714,0.003,0.02,1
166,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 47",0,88798,15652.2,11119072,0.003,0.02,1
167,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 52",0,134809,32539.65,105279304,0.003,0.03,1
168,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 52в",2,55033,9123.3,40166606,0.005,0.06,1
169,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 54",0,88728,4758.6,10133305,0.003,0.08,1
170,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 57д",0,65820,4553.6,4795487,0.003,0.07,1
171,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 88",0,49287,3386.3,1335205,0.003,0.01,1
172,"г. Владивосток, пр-кт. Красного Знамени, 57",0,160162,13744.27,176104782,0.005,0.06,1
173,"г. Владивосток, пр-кт. Красного Знамени, 59",1,140948,12383.41,139633350,0.005,0.06,1
174,"г. Владивосток, пр-кт. Красного Знамени, д. 121",0,174658,16883.7,47181972,0.003,0.02,1
175,"г. Владивосток, пр-кт. Красного Знамени, д. 123д",0,149155,13753.5,49233679,0.003,0.04,1
176,"г. Владивосток, пр-кт. Красного Знамени, д. 78",2,115494,6839,6318908,0.003,0.02,1
177,"г. Владивосток, пр-кт. Красного Знамени, д. 91",0,120186,11775.83,45289277,0.003,0.03,1
178,"г. Владивосток, пр-кт. Народный, 17",0,64345,14939.2,76901026,0.005,0.06,1
179,"г. Владивосток, пр-кт. Народный, 28",0,59308,4708.91,22342083,0.005,0.06,1
180,"г. Владивосток, пр-кт. Народный, д. 19",0,65055,8013.31,12511341,0.003,0.03,1
181,"г. Владивосток, пр-кт. Народный, д. 20",0,123990,8152.3,8086429,0.003,0.02,1
182,"г. Владивосток, пр-кт. Народный, д. 28, стр. 4",0,57585,6261.5,14422739,0.02,0.8,1
183,"г. Владивосток, пр-кт. Народный, д. 43/2",0,107012,6700.26,17208197,0.003,0.04,1
184,"г. Владивосток, пр-кт. Народный, д. 9, стр. 6",0,153249,14960,55022521,0.003,0.02,1
185,"г. Владивосток, пр-кт. Океанский, 110 А",3,104539,12266.6,102587048,0.005,0.06,1
186,"г. Владивосток, пр-кт. Океанский, 17",0,208082,19981.99,332631395,0.005,0.06,1
187,"г. Владивосток, пр-кт. Океанский, 18",0,190333,20056.17,305388080,0.005,0.06,1
188,"г. Владивосток, пр-кт. Океанский, д. 1",0,86606,9737.2,20239199,0.003,0.03,1
189,"г. Владивосток, пр-кт. Океанский, д. 108",3,65885,12726.5,33539418,0.02,0.8,1
190,"г. Владивосток, пр-кт. Океанский, д. 110а",0,72184,2847,16440628,0.005,0.06,1
191,"г. Владивосток, пр-кт. Океанский, д. 12",0,62332,2870.8,4294625,0.003,0.02,1
192,"г. Владивосток, пр-кт. Океанский, д. 123 Б",0,81833,3690,14494261,0.003,0.07,1
193,"г. Владивосток, пр-кт. Океанский, д. 138",2,105778,5266,13368647,0.003,0.03,1
194,"г. Владивосток, пр-кт. Океанский, д. 13а",0,28766,769.6,354213,0.003,0.01,1
195,"г. Владивосток, пр-кт. Океанский, д. 16",0,35383,3208.6,1816478,0.003,0.02,1
196,"г. Владивосток, пр-кт. Океанский, д. 20",0,70198,4891.5,5493976,0.003,0.02,1
197,"г. Владивосток, пр-кт. Океанский, д. 24",0,59174,3989.8,1888739,0.003,0.01,1
198,"г. Владивосток, пр-кт. Океанский, д. 26, стр. 1",0,79377,3357.6,6396389,0.003,0.08,1
199,"г. Владивосток, пр-кт. Океанский, д. 34",0,27803,2055.7,1371711,0.003,0.03,1
200,"г. Владивосток, пр-кт. Океанский, д. 52 А",0,16413,675.7,887221,0.005,0.06,1
201,"г. Владивосток, пр-кт. Океанский, д. 98",1,85829,12230,25192528,0.003,0.04,1
202,"г. Владивосток, пр-кт. Океанский, д. 98а",0,5978,91.2,30531,0.003,0.02,1
203,"г. Владивосток, пр-кт. Острякова, 13",2,41826,884,2957935,0.005,0.06,1
204,"г. Владивосток, пр-кт. Острякова, 5, стр. Г",0,32512,846.4,2201453,0.005,0.06,1
205,"г. Владивосток, пр-кт. Острякова, д. 11",0,81398,9332.01,6076856,0.003,0.05,1
206,"г. Владивосток, пр-кт. Острякова, д. 2 Б",0,77789,9395.1,17540050,0.003,0.04,1
207,"г. Владивосток, пр-кт. Острякова, д. 24",0,103451,9104.6,15070080,0.003,0.03,1
208,"г. Владивосток, пр-кт. Острякова, д. 27",0,101912,9555.2,31161265,0.003,0.03,1
209,"г. Владивосток, пр-кт. Острякова, д. 5г",0,51290,5725,23490820,0.005,0.06,1
210,"г. Владивосток, пр-кт. Острякова, д. 8",0,76038,12652.5,53875965,0.003,0.02,1
211,"г. Владивосток, пр-кт. Острякова, д. 9",0,52009,8173.65,13603308,0.003,0.01,1
212,"г. Владивосток, пр-кт. Партизанский, д. 44",3,53501,6312.7,5403772,0.003,0.02,1
213,"г. Владивосток, ул. 1-я Морская, д. 2",0,60319,4869.9,4699960,0.003,0.02,1
214,"г. Владивосток, ул. 1-я Морская, д. 8",0,69651,5224.3,8733065,0.003,0.04,1
215,"г. Владивосток, ул. 2-я Шоссейная, д. 1",0,54940,3701.3,4880386,0.003,0.02,1
216,"г. Владивосток, ул. 3-я Шоссейная, д. 21",0,73554,4074.8,2397743,0.003,0.01,1
217,"г. Владивосток, ул. 40 лет ВЛКСМ, д. 14",2,50446,2790.6,3378591,0.003,0.08,1
218,"г. Владивосток, ул. 5-я Проходная, д. 15",0,124413,8169.3,24392811,0.003,0.02,1
219,"г. Владивосток, ул. Авроровская, д. 10",4,58785,9473.9,13366157,0.003,0.04,1
220,"г. Владивосток, ул. Адмирала Фокина, д. 20",0,137024,8965.7,19656257,0.003,0.03,1
221,"г. Владивосток, ул. Адмирала Фокина, д. 25",0,72149,8242.4,4757447,0.003,0.02,1
222,"г. Владивосток, ул. Адмирала Фокина, д. 4",0,120477,9617,27807055,0.003,0.04,1
223,"г. Владивосток, ул. Адмирала Юмашева, д. 4",1,64964,3974.7,6197098,0.003,0.03,1
224,"г. Владивосток, ул. Адмирала Юмашева, д. 7, стр. Б",0,44956,4264.8,15338268,0.005,0.06,1
225,"г. Владивосток, ул. Алеутская, д. 14",0,56567,12473.9,5644889,0.003,0.02,1
226,"г. Владивосток, ул. Алеутская, д. 15",0,69871,9733.59,38085357,0.003,0.02,1
227,"г. Владивосток, ул. Алеутская, д. 2",0,55365,5550,17207442,0.003,0.02,1
228,"г. Владивосток, ул. Алеутская, д. 28",0,110476,5533.1,14670594,0.003,0.08,1
229,"г. Владивосток, ул. Алеутская, д. 4",0,82130,5320.34,24469733,0.003,0.02,1
230,"г. Владивосток, ул. Алеутская, д. 57",0,67937,5460.5,8903280,0.003,0.04,1
231,"г. Владивосток, ул. Амурская, д. 88",0,55365,5550,17207442,0.003,0.02,1
232,"г. Владивосток, ул. Анны Щетининой, 21",0,79323,7699.2,48857891,0.005,0.06,1
233,"г. Владивосток, ул. Балтийская, 43",0,33788,1703.8,4605440,0.005,0.06,1
234,"г. Владивосток, ул. Баляева, 35",0,128044,10781.7,110442560,0.005,0.06,1
235,"г. Владивосток, ул. Баляева, д. 62",0,55065,2377.7,3142273,0.003,0.04,1
236,"г. Владивосток, ул. Березовая, д. 25, стр. 2",2,54345,6407.83,27858682,0.005,0.06,1
237,"г. Владивосток, ул. Бестужева, 31",0,66950,5755.5,21578521,0.004,0.1,1
238,"г. Владивосток, ул. Бестужева, д. 23",0,70684,5775,9796802,0.003,0.08,1
239,"г. Владивосток, ул. Борисенко, 16",0,17813,983.1,1400957,0.005,0.06,1
240,"г. Владивосток, ул. Борисенко, 35",0,34496,1039.66,2869129,0.005,0.06,1
241,"г. Владивосток, ул. Борисенко, 42",0,18311,979.7,1435143,0.005,0.06,1
242,"г. Владивосток, ул. Борисенко, д. 21",0,65502,2690.7,2819940,0.003,0.03,1
243,"г. Владивосток, ул. Борисенко, д. 25",0,89026,4450.59,6339492,0.003,0.02,1
244,"г. Владивосток, ул. Борисенко, д. 27",0,52463,3037.2,3824175,0.003,0.02,1
245,"г. Владивосток, ул. Борисенко, д. 32",0,43022,2994.4,4122402,0.003,0.01,1
246,"г. Владивосток, ул. Борисенко, д. 9",0,127575,7275.8,7425681,0.003,0.02,1
247,"г. Владивосток, ул. Бородинская, 14",0,5802,57.8,26828,0.005,0.06,1
248,"г. Владивосток, ул. Бородинская, д. 46/50",3,138847,10713.3,35700230,0.003,0.04,1
249,"г. Владивосток, ул. Верхнепортовая, д. 1",0,53056,1505.5,4473045,0.003,0.02,1
250,"г. Владивосток, ул. Верхнепортовая, д. 27а",0,49718,1324.6,1580555,0.003,0.02,1
251,"г. Владивосток, ул. Верхнепортовая, д. 2а",0,21553,293.9,506754,0.005,0.06,1
252,"г. Владивосток, ул. Верхнепортовая, д. 2г",0,9557,109,33335,0.003,0.03,1
253,"г. Владивосток, ул. Верхнепортовая, д. 38",0,9448,304.5,138092,0.003,0.07,1
254,"г. Владивосток, ул. Верхнепортовая, д. 46",0,88925,10126.2,50426451,0.003,0.02,1
255,"г. Владивосток, ул. Верхнепортовая, д. 50а",0,69683,5126.6,28578949,0.005,0.06,1
256,"г. Владивосток, ул. Верхнепортовая, д. 76",0,72246,9333,16182526,0.003,0.04,1
257,"г. Владивосток, ул. Вилкова, 5",0,76772,10380,63751469,0.005,0.06,1
258,"г. Владивосток, ул. Вилкова, д. 3",5,66531,5675.28,9061969,0.003,0.08,1
259,"г. Владивосток, ул. Вилкова, д. 5",0,52859,7163.86,9088187,0.003,0.02,1
260,"г. Владивосток, ул. Вилкова, д. 9",0,99284,5495,43645246,0.005,0.06,1
261,"г. Владивосток, ул. Волгоградская, 19, корп. А",0,85563,4130.7,28274807,0.005,0.06,1
262,"г. Владивосток, ул. Волгоградская, 20",2,73674,13485.4,79481869,0.005,0.06,1
263,"г. Владивосток, ул. Волгоградская, д. 19а",0,76661,13105.4,80373846,0.005,0.06,1
264,"г. Владивосток, ул. Героев Варяга, д. 12",0,33214,816.7,651021,0.003,0.04,1
265,"г. Владивосток, ул. Героев Тихоокеанцев, д. 1",0,50233,5394.8,21679759,0.005,0.06,1
266,"г. Владивосток, ул. Героев Хасана, 4",0,44121,1562.1,5513713,0.005,0.06,1
