id,city-address,type,passability,area,Average of money,Average of profit,Average of our_clients,Count of Index
4502,"г. Хабаровск, пер. Засыпной, д. 10",2,58515,5907.1,,,,
4503,"г. Хабаровск, пер. Засыпной, д. 11",0,16517,165.1,,,,
4504,"г. Хабаровск, пер. Засыпной, д. 12а",0,63274,6558.5,,,,
4505,"г. Хабаровск, пер. Засыпной, д. 14а",1,68736,10030.5,,,,
4506,"г. Хабаровск, пер. Засыпной, д. 8",0,91907,10018.8,,,,
4507,"г. Хабаровск, пер. Засыпной, д. 8--, стр. -, лит. -",0,5388,100,,,,
4508,"г. Хабаровск, пер. Засыпной, д. 8А",0,89966,9785.4,,,,
4509,"г. Хабаровск, пер. Зеленоборский, д. 10",0,22883,605.1,,,,
4510,"г. Хабаровск, пер. Зеленоборский, д. 11",0,23479,600,,,,
4511,"г. Хабаровск, пер. Зеленоборский, д. 16",0,90385,4440.5,,,,
4512,"г. Хабаровск, пер. Зеленоборский, д. 2",2,14701,600,,,,
4513,"г. Хабаровск, пер. Зеленоборский, д. 20",0,56228,1415.5,,,,
4514,"г. Хабаровск, пер. Зеленоборский, д. 8",0,20275,739.8,,,,
4515,"г. Хабаровск, пер. Зеленоборский, д. 9",0,33556,501.2,,,,
4516,"г. Хабаровск, пер. Ивановский, д. 12",0,32960,514.5,,,,
4517,"г. Хабаровск, пер. Ивановский, д. 14",3,24943,2091.6,,,,
4518,"г. Хабаровск, пер. Ивановский, д. 2",0,11515,437.9,,,,
4519,"г. Хабаровск, пер. Ивановский, д. 4",0,24609,494.3,,,,
4520,"г. Хабаровск, пер. Ивановский, д. 6",0,12191,463.7,,,,
4521,"г. Хабаровск, пер. Ивановский, д. 8",0,16862,527.3,,,,
4522,"г. Хабаровск, пер. Инский, д. 1",0,55811,4353.6,,,,
4523,"г. Хабаровск, пер. Инский, д. 11",4,98971,9815.8,,,,
4524,"г. Хабаровск, пер. Инский, д. 13",0,96155,10252.6,,,,
4525,"г. Хабаровск, пер. Инский, д. 15",0,203276,19262.08,,,,
4526,"г. Хабаровск, пер. Инский, д. 1А",0,79790,5726.6,,,,
4527,"г. Хабаровск, пер. Инский, д. 3",0,66741,5731.8,,,,
4528,"г. Хабаровск, пер. Инский, д. 5",0,106855,5681.3,,,,
4529,"г. Хабаровск, пер. Инский, д. 7",0,72348,5663.2,,,,
4530,"г. Хабаровск, пер. Инский, д. 9",0,66806,9310.7,,,,
4531,"г. Хабаровск, пер. Иртышский, д. 10",0,41501,1651.9,,,,
4532,"г. Хабаровск, пер. Иртышский, д. 12",4,29317,2068.2,,,,
4533,"г. Хабаровск, пер. Иртышский, д. 14",0,44285,1013.8,,,,
4534,"г. Хабаровск, пер. Иртышский, д. 15",0,24011,1006.6,,,,
4535,"г. Хабаровск, пер. Иртышский, д. 16",0,60636,2098.4,,,,
4536,"г. Хабаровск, пер. Иртышский, д. 8А",0,53523,4343.1,,,,
4537,"г. Хабаровск, пер. Кавказский, д. 7А",0,8752,74.4,,,,
4538,"г. Хабаровск, пер. Кадровый, д. 3",2,30822,556.9,,,,
4539,"г. Хабаровск, пер. Кадровый, д. 4",0,15856,558.2,,,,
4540,"г. Хабаровск, пер. Казбекский, д. 3",0,8283,41.6,,,,
4541,"г. Хабаровск, пер. Карельский, д. 13",1,42347,898.6,,,,
4542,"г. Хабаровск, пер. Карельский, д. 15",0,28716,533.5,,,,
4543,"г. Хабаровск, пер. Карельский, д. 22",0,28371,396.2,,,,
4544,"г. Хабаровск, пер. Картографический, д. 11",0,23778,675.2,,,,
4545,"г. Хабаровск, пер. Картографический, д. 5",0,34521,536.4,,,,
4546,"г. Хабаровск, пер. Картографический, д. 7",0,34527,536.6,,,,
4547,"г. Хабаровск, пер. Картографический, д. 7а",0,31181,460.2,,,,
4548,"г. Хабаровск, пер. Картографический, д. 9А",0,10386,244,,,,
4549,"г. Хабаровск, пер. Кедровый, д. 10",2,67846,3948.7,,,,
4550,"г. Хабаровск, пер. Кедровый, д. 12",0,74416,7403.8,,,,
4551,"г. Хабаровск, пер. Кедровый, д. 14",0,72300,3453.5,,,,
4552,"г. Хабаровск, пер. Кедровый, д. 3",0,53469,8383,,,,
4553,"г. Хабаровск, пер. Кедровый, д. 8",0,27509,1571.8,,,,
4554,"г. Хабаровск, пер. Кедровый, д. 8а",0,12685,165,,,,
4555,"г. Хабаровск, пер. Кедровый, д. 8б",0,9692,165,,,,
4556,"г. Хабаровск, пер. Клубный, д. 3",2,56031,6231.9,,,,
4557,"г. Хабаровск, пер. Конечный, д. 2",0,15438,338.4,,,,
4558,"г. Хабаровск, пер. Конечный, д. 4",0,20385,398.7,,,,
4559,"г. Хабаровск, пер. Конечный, д. 6",0,21445,216.9,,,,
4560,"г. Хабаровск, пер. Краснодарский, д. 15",0,67620,4353.6,,,,
4561,"г. Хабаровск, пер. Краснодарский, д. 17",0,108025,5911.5,,,,
4562,"г. Хабаровск, пер. Краснодарский, д. 19а",0,120657,14425.1,,,,
4563,"г. Хабаровск, пер. Краснодарский, д. 19А",0,59525,5474,,,,
4564,"г. Хабаровск, пер. Краснодарский, д. 1А",0,53901,2058.9,,,,
4565,"г. Хабаровск, пер. Краснодарский, д. 2",0,10250,114.5,,,,
4566,"г. Хабаровск, пер. Краснодарский, д. 45",0,15328,117.9,,,,
4567,"г. Хабаровск, пер. Краснодарский, д. 47",0,14425,111.9,,,,
4568,"г. Хабаровск, пер. Краснореченский, д. 12",4,60732,7520.1,,,,
4569,"г. Хабаровск, пер. Краснореченский, д. 14",0,121365,7438.5,,,,
4570,"г. Хабаровск, пер. Краснореченский, д. 16",0,101748,6195.3,,,,
4571,"г. Хабаровск, пер. Краснореченский, д. 18",0,139215,11912.2,,,,
4572,"г. Хабаровск, пер. Краснореченский, д. 20",0,149597,11909.6,,,,
4573,"г. Хабаровск, пер. Краснореченский, д. 22",0,51188,9648.9,,,,
4574,"г. Хабаровск, пер. Краснореченский, д. 24",0,146148,13085.8,,,,
4575,"г. Хабаровск, пер. Краснореченский, д. 26",0,81945,19240.2,,,,
4576,"г. Хабаровск, пер. Краснореченский, д. 28",0,151856,19122.6,,,,
4577,"г. Хабаровск, пер. Краснореченский, д. 2А",0,93576,3998.1,,,,
4578,"г. Хабаровск, пер. Краснореченский, д. 4",0,55348,5662.3,,,,
4579,"г. Хабаровск, пер. Краснореченский, д. 6",0,64670,5773.4,,,,
4580,"г. Хабаровск, пер. Краснореченский, д. 8",0,39001,5573.9,,,,
4581,"г. Хабаровск, пер. Кузнечный, д. 2",0,20442,368,,,,
4582,"г. Хабаровск, пер. Кузнечный, д. 4",0,20987,340.3,,,,
4583,"г. Хабаровск, пер. Кустарный, д. 4",5,67206,2094.3,,,,
4584,"г. Хабаровск, пер. Кустарный, д. 6",0,40756,4468.1,,,,
4585,"г. Хабаровск, пер. Кустарный, д. 8",0,32140,2067.8,,,,
4586,"г. Хабаровск, пер. Кустарный, д. 9",0,33727,744,,,,
4587,"г. Хабаровск, пер. Лагерный, д. 11",0,77381,3623.6,,,,
4588,"г. Хабаровск, пер. Ладожский, д. 1",0,24843,1344,,,,
4589,"г. Хабаровск, пер. Ладожский, д. 3",0,44716,1081.4,,,,
4590,"г. Хабаровск, пер. Ленинградский, д. 11",0,78913,7445.1,,,,
4591,"г. Хабаровск, пер. Ленинградский, д. 9",0,121206,16919.3,,,,
4592,"г. Хабаровск, пер. Матросский, д. 1",0,11599,109,,,,
4593,"г. Хабаровск, пер. Матросский, д. 10",6,7150,107.5,,,,
4594,"г. Хабаровск, пер. Матросский, д. 12",0,12064,109.9,,,,
4595,"г. Хабаровск, пер. Матросский, д. 14",0,12995,102.9,,,,
4596,"г. Хабаровск, пер. Матросский, д. 2",0,12617,108.3,,,,
4597,"г. Хабаровск, пер. Матросский, д. 2А",0,14147,124.8,,,,
4598,"г. Хабаровск, пер. Матросский, д. 3",0,5880,108.8,,,,
4599,"г. Хабаровск, пер. Матросский, д. 4",0,16642,137.5,,,,
4600,"г. Хабаровск, пер. Матросский, д. 4А",0,7849,119.8,,,,
4601,"г. Хабаровск, пер. Матросский, д. 5",7,14735,117.4,,,,
4602,"г. Хабаровск, пер. Матросский, д. 6",0,14284,106.9,,,,
4603,"г. Хабаровск, пер. Матросский, д. 7",0,7756,125.6,,,,
4604,"г. Хабаровск, пер. Матросский, д. 8",0,13817,107.4,,,,
4605,"г. Хабаровск, пер. Машинистов, д. 6",0,96325,4370.9,,,,
4606,"г. Хабаровск, пер. Мельничный, д. 49",0,55628,1484.5,,,,
4607,"г. Хабаровск, пер. Молдавский, д. 1",0,128963,7642.4,,,,
4608,"г. Хабаровск, пер. Молдавский, д. 14А",0,21837,625,,,,
4609,"г. Хабаровск, пер. Молдавский, д. 2",0,92541,8004.7,,,,
4610,"г. Хабаровск, пер. Молдавский, д. 2А",0,55185,2197.5,,,,
4611,"г. Хабаровск, пер. Молдавский, д. 4",0,81519,5765.8,,,,
4612,"г. Хабаровск, пер. Молдавский, д. 5",0,118638,7824.85,,,,
4613,"г. Хабаровск, пер. Молдавский, д. 6",3,108692,5378.6,,,,
4614,"г. Хабаровск, пер. Молдавский, д. 7",0,112425,7639,,,,
4615,"г. Хабаровск, пер. Молдавский, д. 8",0,108742,7949.5,,,,
4616,"г. Хабаровск, пер. Молдавский, д. 8А",0,99570,5353.8,,,,
4617,"г. Хабаровск, пер. Молдавский, д. 9",0,82808,4277.5,,,,
4618,"г. Хабаровск, пер. Монтажный, д. 1",0,16070,633.8,,,,
4619,"г. Хабаровск, пер. Монтажный, д. 5",0,15775,473,,,,
4620,"г. Хабаровск, пер. Монтажный, д. 7",0,27356,613,,,,
4621,"г. Хабаровск, пер. Монтажный, д. 9",0,30366,608,,,,
4622,"г. Хабаровск, пер. Нововыборгский, д. 2",0,8470,165.6,,,,
4623,"г. Хабаровск, пер. Нововыборгский, д. 6",2,16476,127.7,,,,
4624,"г. Хабаровск, пер. Облачный, д. 4А",0,15978,367.5,,,,
4625,"г. Хабаровск, пер. Облачный, д. 64",0,75068,6939.2,,,,
4626,"г. Хабаровск, пер. Облачный, д. 64А",0,110298,6412.2,,,,
4627,"г. Хабаровск, пер. Облачный, д. 66",0,80507,5785.8,,,,
4628,"г. Хабаровск, пер. Облачный, д. 68",0,49846,3534.8,,,,
4629,"г. Хабаровск, пер. Облачный, д. 70",0,97440,4484.5,,,,
4630,"г. Хабаровск, пер. Облачный, д. 72",0,50960,3675.7,,,,
4631,"г. Хабаровск, пер. Облачный, д. 74",0,39603,3999.8,,,,
4632,"г. Хабаровск, пер. Облачный, д. 76",0,44652,6182,,,,
4633,"г. Хабаровск, пер. Облачный, д. 78",3,95884,6374.2,,,,
4634,"г. Хабаровск, пер. Отрадный, д. 10",0,31407,651.6,,,,
4635,"г. Хабаровск, пер. Отрадный, д. 11",0,19959,235.8,,,,
4636,"г. Хабаровск, пер. Отрадный, д. 12",0,15776,937.4,,,,
4637,"г. Хабаровск, пер. Отрадный, д. 15",0,19775,254.2,,,,
4638,"г. Хабаровск, пер. Отрадный, д. 16",0,45461,925.2,,,,
4639,"г. Хабаровск, пер. Отрадный, д. 17",0,82285,6360,,,,
4640,"г. Хабаровск, пер. Отрадный, д. 17А",0,102142,6474.7,,,,
4641,"г. Хабаровск, пер. Отрадный, д. 19",0,12370,409.7,,,,
4642,"г. Хабаровск, пер. Отрадный, д. 19А",1,54773,5618.8,,,,
4643,"г. Хабаровск, пер. Отрадный, д. 19Б",0,93383,4605.7,,,,
4644,"г. Хабаровск, пер. Отрадный, д. 21",0,5487,55.6,,,,
4645,"г. Хабаровск, пер. Отрадный, д. 23",0,15533,250.4,,,,
4646,"г. Хабаровск, пер. Отрадный, д. 27",0,14027,141,,,,
4647,"г. Хабаровск, пер. Отрадный, д. 29",0,39776,1044.2,,,,
4648,"г. Хабаровск, пер. Отрадный, д. 3А",0,50268,2675.9,,,,
4649,"г. Хабаровск, пер. Отрадный, д. 5",1,54782,5094.1,,,,
4650,"г. Хабаровск, пер. Отрадный, д. 5А",0,62123,4745.1,,,,
4651,"г. Хабаровск, пер. Пилотов, д. 10",0,140282,9298,,,,
4652,"г. Хабаровск, пер. Пилотов, д. 12",0,77342,9286,,,,
4653,"г. Хабаровск, пер. Пилотов, д. 5",0,23801,1852,,,,
4654,"г. Хабаровск, пер. Пилотов, д. 6",0,31420,1487.7,,,,
4655,"г. Хабаровск, пер. Пилотов, д. 7",0,53657,1825.8,,,,
4656,"г. Хабаровск, пер. Пилотов, д. 8",0,29845,2047.5,,,,
4657,"г. Хабаровск, пер. Полоцкий, д. 2",0,116158,9143.83,,,,
4658,"г. Хабаровск, пер. Приамурский, д. 1",0,17504,145.2,,,,
4659,"г. Хабаровск, пер. Призывной, д. 11",0,48270,3810.5,,,,
4660,"г. Хабаровск, пер. Призывной, д. 13",0,61332,11052.8,,,,
4661,"г. Хабаровск, пер. Призывной, д. 15",0,113355,5885.4,,,,
4662,"г. Хабаровск, пер. Призывной, д. 3",0,39122,3214.9,,,,
4663,"г. Хабаровск, пер. Призывной, д. 5",0,23167,271.9,,,,
4664,"г. Хабаровск, пер. Призывной, д. 6",2,9070,263.9,,,,
4665,"г. Хабаровск, пер. Призывной, д. 7",0,30188,525.1,,,,
4666,"г. Хабаровск, пер. Призывной, д. 8",0,30188,525.1,,,,
4667,"г. Хабаровск, пер. Призывной, д. 9",0,33329,3437.7,,,,
4668,"г. Хабаровск, пер. Ростовский, д. 5",0,92268,12856.6,,,,
4669,"г. Хабаровск, пер. Ростовский, д. 7",0,172451,15575.6,,,,
4670,"г. Хабаровск, пер. Санитарный, д. 3",4,96516,18002,,,,
4671,"г. Хабаровск, пер. Санитарный, д. 7Д",0,13388,432,,,,
4672,"г. Хабаровск, пер. Санитарный, д. 7Е",0,31372,686.6,,,,
4673,"г. Хабаровск, пер. Саратовский, д. 14",0,18615,321.9,,,,
4674,"г. Хабаровск, пер. Саратовский, д. 2",0,55514,5820,,,,
4675,"г. Хабаровск, пер. Саратовский, д. 4",0,77947,14424.6,,,,
4676,"г. Хабаровск, пер. Саратовский, д. 6",0,145503,9695.9,,,,
4677,"г. Хабаровск, пер. Саратовский, д. 8",0,46537,4444.6,,,,
4678,"г. Хабаровск, пер. Свободный, д. 9",0,47137,7967.2,,,,
4679,"г. Хабаровск, пер. Смены, д. 10",2,19633,427.9,,,,
4680,"г. Хабаровск, пер. Смены, д. 10А",0,31940,1105.9,,,,
4681,"г. Хабаровск, пер. Смены, д. 10Б",0,28703,415.7,,,,
4682,"г. Хабаровск, пер. Смены, д. 10Ж",0,16652,130.4,,,,
4683,"г. Хабаровск, пер. Смены, д. 11",0,6140,73.5,,,,
4684,"г. Хабаровск, пер. Сормовский, д. 10",0,7716,155,,,,
4685,"г. Хабаровск, пер. Сормовский, д. 5",0,37526,640.4,,,,
4686,"г. Хабаровск, пер. Сормовский, д. 8",0,26663,559.4,,,,
4687,"г. Хабаровск, пер. Стадионный, д. 3",0,31478,3345.7,,,,
4688,"г. Хабаровск, пер. Стадионный, д. 5",0,88366,3638.6,,,,
4689,"г. Хабаровск, пер. Степной, д. 19А",1,15955,724.6,,,,
4690,"г. Хабаровск, пер. Студенческий, д. 36а",0,28549,926.3,,,,
4691,"г. Хабаровск, пер. Топографический, д. 14",0,22427,691.9,,,,
4692,"г. Хабаровск, пер. Трамвайный, д. 17",0,48820,5742.5,,,,
4693,"г. Хабаровск, пер. Трубный, д. 10",0,46653,6660,,,,
4694,"г. Хабаровск, пер. Трубный, д. 13",0,17783,887.9,,,,
4695,"г. Хабаровск, пер. Трубный, д. 15",0,19268,1109.5,,,,
4696,"г. Хабаровск, пер. Трубный, д. 17",0,170166,15423,,,,
4697,"г. Хабаровск, пер. Трубный, д. 8",0,102092,8855,,,,
4698,"г. Хабаровск, пер. Ухтомского, д. 17",2,17434,575.5,,,,
4699,"г. Хабаровск, пер. Фабричный, д. 25",0,98936,12960.8,,,,
4700,"г. Хабаровск, пер. Фабричный, д. 2А",0,63246,10132.2,,,,
4701,"г. Хабаровск, пер. Фабричный, д. 6",0,23094,1076.8,,,,
4702,"г. Хабаровск, пер. Целинный, д. 5",0,34033,577.7,,,,
4703,"г. Хабаровск, пер. Черепичный, д. 1",0,16311,384.2,,,,
4704,"г. Хабаровск, пер. Черепичный, д. 8, стр. Б",0,75084,2889,,,,
4705,"г. Хабаровск, пер. Шатурский, д. 1",0,64744,5762.9,,,,
4706,"г. Хабаровск, пер. Шатурский, д. 1А",0,103979,7697.3,,,,
4707,"г. Хабаровск, пер. Шатурский, д. 3",0,102085,13114.2,,,,
4708,"г. Хабаровск, пер. Шмаковский, д. 10",4,51364,3609.1,,,,
4709,"г. Хабаровск, пер. Шмаковский, д. 2",0,90885,7610.9,,,,
4710,"г. Хабаровск, пер. Ясный, д. 1",0,26581,775.3,,,,
4711,"г. Хабаровск, пер. Ясный, д. 2",0,106383,7483.35,,,,
4712,"г. Хабаровск, пер. Ясный, д. 3",0,38150,887,,,,
4713,"г. Хабаровск, пр-кт. 60-летия Октября, д. 102",0,46659,1724.3,,,,
4714,"г. Хабаровск, пр-кт. 60-летия Октября, д. 104",0,34128,1549.9,,,,
4715,"г. Хабаровск, пр-кт. 60-летия Октября, д. 106",0,66109,6121,,,,
4716,"г. Хабаровск, пр-кт. 60-летия Октября, д. 109",0,28124,440.4,,,,
4717,"г. Хабаровск, пр-кт. 60-летия Октября, д. 110",0,18035,1034.9,,,,
4718,"г. Хабаровск, пр-кт. 60-летия Октября, д. 111",0,23333,435.9,,,,
4719,"г. Хабаровск, пр-кт. 60-летия Октября, д. 112",5,62275,4475.2,,,,
4720,"г. Хабаровск, пр-кт. 60-летия Октября, д. 112А",0,69485,4398.6,,,,
4721,"г. Хабаровск, пр-кт. 60-летия Октября, д. 113",0,12426,435.3,,,,
4722,"г. Хабаровск, пр-кт. 60-летия Октября, д. 114",0,42411,916.2,,,,
4723,"г. Хабаровск, пр-кт. 60-летия Октября, д. 115",0,16669,433.9,,,,
4724,"г. Хабаровск, пр-кт. 60-летия Октября, д. 116",0,23078,904.5,,,,
4725,"г. Хабаровск, пр-кт. 60-летия Октября, д. 117",0,21996,431.2,,,,
4726,"г. Хабаровск, пр-кт. 60-летия Октября, д. 118",0,16134,928.6,,,,
4727,"г. Хабаровск, пр-кт. 60-летия Октября, д. 119",0,27053,432.04,,,,
4728,"г. Хабаровск, пр-кт. 60-летия Октября, д. 120",0,16126,918.8,,,,
4729,"г. Хабаровск, пр-кт. 60-летия Октября, д. 121",0,24908,415.7,,,,
4730,"г. Хабаровск, пр-кт. 60-летия Октября, д. 122",0,30843,2020,,,,
4731,"г. Хабаровск, пр-кт. 60-летия Октября, д. 123",6,25851,430.4,,,,
4732,"г. Хабаровск, пр-кт. 60-летия Октября, д. 124",0,49629,1895.1,,,,
4733,"г. Хабаровск, пр-кт. 60-летия Октября, д. 125",0,19440,411.6,,,,
4734,"г. Хабаровск, пр-кт. 60-летия Октября, д. 127",0,17985,429.6,,,,
4735,"г. Хабаровск, пр-кт. 60-летия Октября, д. 129",0,25779,433.1,,,,
4736,"г. Хабаровск, пр-кт. 60-летия Октября, д. 133",0,27081,385.3,,,,
4737,"г. Хабаровск, пр-кт. 60-летия Октября, д. 141",0,14353,435.1,,,,
4738,"г. Хабаровск, пр-кт. 60-летия Октября, д. 143",5,28371,441.8,,,,
4739,"г. Хабаровск, пр-кт. 60-летия Октября, д. 144",0,25366,456.2,,,,
4740,"г. Хабаровск, пр-кт. 60-летия Октября, д. 145",0,13116,444.1,,,,
4741,"г. Хабаровск, пр-кт. 60-летия Октября, д. 146",0,21080,383,,,,
4742,"г. Хабаровск, пр-кт. 60-летия Октября, д. 147",0,22929,449.7,,,,
4743,"г. Хабаровск, пр-кт. 60-летия Октября, д. 149",0,21130,432.7,,,,
4744,"г. Хабаровск, пр-кт. 60-летия Октября, д. 151",0,11117,398.7,,,,
4745,"г. Хабаровск, пр-кт. 60-летия Октября, д. 153",0,15718,438.4,,,,
4746,"г. Хабаровск, пр-кт. 60-летия Октября, д. 154",0,80541,4364.3,,,,
4747,"г. Хабаровск, пр-кт. 60-летия Октября, д. 155",0,16897,441.3,,,,
4748,"г. Хабаровск, пр-кт. 60-летия Октября, д. 157",0,11423,445.1,,,,
4749,"г. Хабаровск, пр-кт. 60-летия Октября, д. 159",3,18814,397.7,,,,
4750,"г. Хабаровск, пр-кт. 60-летия Октября, д. 161",0,26491,450.8,,,,
4751,"г. Хабаровск, пр-кт. 60-летия Октября, д. 163",0,10659,443.2,,,,
4752,"г. Хабаровск, пр-кт. 60-летия Октября, д. 165",0,24819,441.3,,,,
4753,"г. Хабаровск, пр-кт. 60-летия Октября, д. 167",0,10832,439.3,,,,
4754,"г. Хабаровск, пр-кт. 60-летия Октября, д. 169",0,15969,440.4,,,,
4755,"г. Хабаровск, пр-кт. 60-летия Октября, д. 171",0,14711,447.2,,,,
4756,"г. Хабаровск, пр-кт. 60-летия Октября, д. 172а",0,12782,436.4,,,,
4757,"г. Хабаровск, пр-кт. 60-летия Октября, д. 173",6,26436,448.2,,,,
4758,"г. Хабаровск, пр-кт. 60-летия Октября, д. 174",0,14932,674.2,,,,
4759,"г. Хабаровск, пр-кт. 60-летия Октября, д. 175",0,31699,453.1,,,,
4760,"г. Хабаровск, пр-кт. 60-летия Октября, д. 176",0,24237,605.32,,,,
4761,"г. Хабаровск, пр-кт. 60-летия Октября, д. 177",0,18770,449.3,,,,
4762,"г. Хабаровск, пр-кт. 60-летия Октября, д. 179",0,22814,440.6,,,,
4763,"г. Хабаровск, пр-кт. 60-летия Октября, д. 181",7,16241,441.9,,,,
4764,"г. Хабаровск, пр-кт. 60-летия Октября, д. 183",0,28305,440.9,,,,
4765,"г. Хабаровск, пр-кт. 60-летия Октября, д. 185",0,25400,441.1,,,,
4766,"г. Хабаровск, пр-кт. 60-летия Октября, д. 187",0,21025,435.3,,,,
4767,"г. Хабаровск, пр-кт. 60-летия Октября, д. 189",0,23573,440.8,,,,
4768,"г. Хабаровск, пр-кт. 60-летия Октября, д. 191",0,11841,435,,,,
4769,"г. Хабаровск, пр-кт. 60-летия Октября, д. 193",0,15622,436.6,,,,
4770,"г. Хабаровск, пр-кт. 60-летия Октября, д. 195",0,18300,427.2,,,,
4771,"г. Хабаровск, пр-кт. 60-летия Октября, д. 199",0,16013,427.7,,,,
4772,"г. Хабаровск, пр-кт. 60-летия Октября, д. 1а",0,37069,1533.1,,,,
4773,"г. Хабаровск, пр-кт. 60-летия Октября, д. 200",3,30180,532.76,,,,
4774,"г. Хабаровск, пр-кт. 60-летия Октября, д. 201",0,20546,426.7,,,,
4775,"г. Хабаровск, пр-кт. 60-летия Октября, д. 203",0,29540,390.8,,,,
4776,"г. Хабаровск, пр-кт. 60-летия Октября, д. 205",0,20538,437.7,,,,
4777,"г. Хабаровск, пр-кт. 60-летия Октября, д. 207",0,28812,439,,,,
4778,"г. Хабаровск, пр-кт. 60-летия Октября, д. 211",0,18678,439.6,,,,
4779,"г. Хабаровск, пр-кт. 60-летия Октября, д. 213",0,11318,437.2,,,,
4780,"г. Хабаровск, пр-кт. 60-летия Октября, д. 223",0,11076,368.9,,,,
4781,"г. Хабаровск, пр-кт. 60-летия Октября, д. 227",0,31218,436.7,,,,
4782,"г. Хабаровск, пр-кт. 60-летия Октября, д. 229",4,23561,390.3,,,,
4783,"г. Хабаровск, пр-кт. 60-летия Октября, д. 231",0,17271,445.8,,,,
4784,"г. Хабаровск, пр-кт. 60-летия Октября, д. 233",0,14241,443.63,,,,
4785,"г. Хабаровск, пр-кт. 60-летия Октября, д. 235",0,11398,442,,,,
4786,"г. Хабаровск, пр-кт. 60-летия Октября, д. 237",0,27933,440.21,,,,
4787,"г. Хабаровск, пр-кт. 60-летия Октября, д. 42-1",0,45256,1717.7,,,,
4788,"г. Хабаровск, пр-кт. 60-летия Октября, д. 42-2",0,49070,1723.4,,,,
4789,"г. Хабаровск, пр-кт. 60-летия Октября, д. 42-3",0,50710,2665.8,,,,
4790,"г. Хабаровск, пр-кт. 60-летия Октября, д. 66",0,24020,339.6,,,,
4791,"г. Хабаровск, пр-кт. 60-летия Октября, д. 76",2,106942,6532.9,,,,
4792,"г. Хабаровск, пр-кт. 60-летия Октября, д. 79",0,17693,279.5,,,,
4793,"г. Хабаровск, пр-кт. 60-летия Октября, д. 81",0,22941,277.8,,,,
4794,"г. Хабаровск, пр-кт. 60-летия Октября, д. 83",0,24609,494.3,,,,
4795,"г. Хабаровск, пр-кт. 60-летия Октября, д. 85",0,17975,358.6,,,,
4796,"г. Хабаровск, пр-кт. 60-летия Октября, д. 86",0,85811,4226.3,,,,
4797,"г. Хабаровск, пр-кт. 60-летия Октября, д. 88",1,46265,3285.7,,,,
4798,"г. Хабаровск, пр-кт. 60-летия Октября, д. 89",0,31405,438.6,,,,
4799,"г. Хабаровск, пр-кт. 60-летия Октября, д. 90",0,39187,4323.6,,,,
4800,"г. Хабаровск, пр-кт. 60-летия Октября, д. 91",1,23912,309,,,,
4801,"г. Хабаровск, пр-кт. 60-летия Октября, д. 93",0,24296,307.21,,,,
4802,"г. Хабаровск, пр-кт. 60-летия Октября, д. Проспект 42-к.1",0,25214,1363.4,,,,
4803,"г. Хабаровск, пр-кт. 60-летия Октября, д. Проспект 42-к.2",0,28125,1363.4,,,,
4804,"г. Хабаровск, пр-кт. 60-летия Октября, д. Проспект 42-к.3",0,32674,2039.1,,,,
4805,"г. Хабаровск, проезд. Бригадный, д. 9",0,95284,4350.6,,,,
4806,"г. Хабаровск, проезд. Гаражный, д. 5",0,55538,2928.6,,,,
4807,"г. Хабаровск, проезд. Гаражный, д. 5а",0,77567,3044.1,,,,
4808,"г. Хабаровск, проезд. Гаражный, д. 7",0,78365,3606,,,,
4809,"г. Хабаровск, проезд. Иртышский, д. 11",1,54669,1901.4,,,,
4810,"г. Хабаровск, проезд. Иртышский, д. 11А",0,45823,2018.8,,,,
4811,"г. Хабаровск, проезд. Иртышский, д. 13",0,87114,3999.7,,,,
4812,"г. Хабаровск, проезд. Иртышский, д. 15",0,76897,3843.4,,,,
4813,"г. Хабаровск, проезд. Локомотивный, д. 4",0,90098,4020.8,,,,
4814,"г. Хабаровск, проезд. Локомотивный, д. 6",0,59623,4195.4,,,,
4815,"г. Хабаровск, проезд. Стрелочный, д. 4",0,11703,519.5,,,,
4816,"г. Хабаровск, проезд. Стрелочный, д. 5",0,76384,11571.8,,,,
4817,"г. Хабаровск, проезд. Трамвайный, д. 2",0,31296,446.1,,,,
4818,"г. Хабаровск, проезд. Трамвайный, д. 4",2,27256,441.3,,,,
4819,"г. Хабаровск, проезд. Трамвайный, д. 5",0,130177,7638.3,,,,
4820,"г. Хабаровск, проезд. Трамвайный, д. 6",0,14473,444.9,,,,
4821,"г. Хабаровск, проезд. Трамвайный, д. 7",0,31566,443.1,,,,
4822,"г. Хабаровск, проезд. Трамвайный, д. 8",0,31318,447.1,,,,
4823,"г. Хабаровск, р-н. Хабаровский, городок. Хабаровск-43, д. №13",0,26273,715,,,,
4824,"г. Хабаровск, р-н. Хабаровский, с. Князе-Волконское-1, ул. ДОС, д. 36",0,65053,1932,,,,
4825,"г. Хабаровск, р-н. Хабаровский, с. Князе-Волконское-1, ул. ДОС, д. 37",0,87500,3434,,,,
4826,"г. Хабаровск, р-н. Хабаровский, с. Князе-Волконское-1, ул. ДОС, д. 38",0,74304,3570,,,,
4827,"г. Хабаровск, р-н. Хабаровский, с. Князе-Волконское-1, ул. ДОС, д. 39",0,55863,4216,,,,
4828,"г. Хабаровск, р-н. Хабаровский, с. Князе-Волконское-1, ул. ДОС, д. 40",0,53880,4714.12,,,,
